2021-01-11,85013,85012,18.61,ABC Hauling
2021-01-11,85013,85020,$22.29,ABC Hauling
2021-01-11,85013,85021,19.97,Haul Today
2021-01-11,85020,85001,23.14,ABC Hauling
2021-01-11,85020,85002,20.65,ABC Hauling
2021-01-11,85020,85004,23.04,ABC Hauling
2021-01-11,85020,85007,19.82,ABC Hauling
2021-01-11,85020,85010,18.67,ABC Hauling
2021-01-11,85020,85012,22.21,Haul Today
2021-01-11,85020,85013,24.80,ABC Hauling
2021-01-11,85020,85021,19.26,Haul Today
2021-01-11,85021,85001,$25.23,ABC Hauling
2021-01-11,85021,85002,$27.03,ABC Hauling
2021-01-11,85021,85004,25.86,ABC Hauling
2021-01-11,85021,85007,28.40,Haul Today
2021-01-11,85021,85010,$28.06,ABC Hauling
2021-01-11,85021,85012,25.67,Haul Today
2021-01-11,85021,85013,20.68,Haul Today
2021-01-11,85021,85020,19.11,ABC Hauling
2021-01-18,85001,85002,22.04,Haul Today
2021-01-18,85001,85004,20.00,ABC Hauling
2021-01-18,85001,85007,27.45,ABC Hauling
2021-01-18,85001,85010,$18.81,ABC Hauling
2021-01-18,85001,85012,23.41,Haul Today
2021-01-18,85001,85013,26.20,Haul Today
2021-01-18,85001,85020,$25.86,ABC Hauling
2021-01-18,85001,85021,$22.16,ABC Hauling
2021-01-18,85002,85001,22.67,Haul Today
2021-01-18,85002,85004,20.29,Haul Today
2021-01-18,85002,85007,26.71,ABC Hauling
2021-01-18,85002,85010,19.87,Haul Today
2021-01-18,85002,85012,27.43,Haul Today
2021-01-18,85002,85013,$25.80,ABC Hauling
2021-01-18,85002,85020,18.45,Haul Today
2021-01-18,85002,85021,18.41,ABC Hauling
2021-01-18,85004,85001,25.10,ABC Hauling
2021-01-18,85004,85002,18.76,Haul Today
2021-01-18,85004,85007,28.03,Haul Today
2021-01-18,85004,85010,24.97,Haul Today
2021-01-18,85004,85012,24.22,Haul Today
2021-01-18,85004,85013,23.32,ABC Hauling
2021-01-18,85004,85020,25.74,ABC Hauling
2021-01-18,85004,85021,$18.58,Haul Today
2021-01-18,85007,85001,22.35,Haul Today
2021-01-18,85007,85002,27.59,Haul Today
2021-01-18,85007,85004,26.52,ABC Hauling
2021-01-18,85007,85010,$27.02,Haul Today
2021-01-18,85007,85012,19.22,ABC Hauling
2021-01-18,85007,85013,$22.10,Haul Today
2021-01-18,85007,85020,24.05,Haul Today
2021-01-18,85007,85021,$18.88,ABC Hauling
2021-01-18,85010,85001,20.83,ABC Hauling
2021-01-18,85010,85002,25.44,ABC Hauling
2021-01-18,85010,85004,18.50,Haul Today
2021-01-18,85010,85007,24.54,Haul Today
2021-01-18,85010,85012,21.96,ABC Hauling
2021-01-18,85010,85012,21.00,Haul Today
2021-01-18,85010,85013,22.99,ABC Hauling
2021-01-18,85010,85020,27.31,ABC Hauling
2021-01-18,85010,85021,23.44,Haul Today
2021-01-18,85012,85001,24.45,Haul Today
2021-01-18,85012,85002,$28.18,Haul Today
2021-01-18,85012,85004,27.19,ABC Hauling
2021-01-18,85012,85007,$20.92,Haul Today
2021-01-18,85012,85010,26.30,ABC Hauling
2021-01-18,85012,85013,$18.08,ABC Hauling
2021-01-18,85012,85020,22.89,Haul Today
2021-01-18,85012,85021,$25.02,Haul Today
2021-01-18,85013,85001,26.98,Haul Today
2021-01-18,85013,85002,25.43,Haul Today
2021-01-18,85013,85004,24.16,Haul Today
2021-01-18,85013,85007,22.62,Haul Today
2021-01-18,85013,85010,$23.37,ABC Hauling
2021-01-18,85013,85012,$20.53,Haul Today
2021-01-18,85013,85020,$25.60,Haul Today
2021-01-18,85013,85021,25.15,Haul Today
2021-01-18,85020,85001,23.63,Haul Today
2021-01-18,85020,85002,$27.58,ABC Hauling
2021-01-18,85020,85004,22.02,Haul Today
2021-01-18,85020,85007,21.09,ABC Hauling
2021-01-18,85020,85010,19.30,Haul Today
2021-01-18,85020,85012,$24.97,Haul Today
2021-01-18,85020,85012,18.03,ABC Hauling
2021-01-18,85020,85013,18.70,ABC Hauling
2021-01-18,85020,85021,24.60,Haul Today
2021-01-18,85021,85001,$28.97,Haul Today
2021-01-18,85021,85002,24.14,ABC Hauling
2021-01-18,85021,85004,28.47,Haul Today
2021-01-18,85021,85007,$23.84,ABC Hauling
2021-01-18,85021,85010,18.48,Haul Today
2021-01-18,85021,85012,22.86,Haul Today
2021-01-18,85021,85013,22.79,Haul Today
2021-01-18,85021,85020,18.08,ABC Hauling
2021-01-25,85001,85002,$27.08,ABC Hauling
2021-01-25,85001,85004,19.96,ABC Hauling
2021-01-25,85001,85007,27.24,Haul Today
2021-01-25,85001,85010,22.57,ABC Hauling
2021-01-25,85001,85012,22.37,Haul Today
2021-01-25,85001,85013,$19.89,ABC Hauling
2021-01-25,85001,85020,18.32,Haul Today
2021-01-25,85001,85021,22.55,Haul Today
2021-01-25,85002,85001,25.33,Haul Today
2021-01-25,85002,85004,18.85,ABC Hauling
2021-01-25,85002,85007,$18.07,ABC Hauling
2021-01-25,85002,85010,24.14,Haul Today
2021-01-25,85002,85012,24.88,Haul Today
2021-01-25,85002,85013,$28.64,ABC Hauling
2021-01-25,85002,85020,25.62,ABC Hauling
2021-01-25,85002,85021,$25.15,ABC Hauling
2021-01-25,85004,85001,27.80,ABC Hauling
2021-01-25,85004,85002,25.16,ABC Hauling
2021-01-25,85004,85002,22.33,ABC Hauling
2021-01-25,85004,85007,23.93,Haul Today
2021-01-25,85004,85010,18.69,Haul Today
2021-01-25,85004,85012,24.34,Haul Today
2021-01-25,85004,85013,25.02,Haul Today
2021-01-25,85004,85020,18.44,ABC Hauling
2021-01-25,85004,85021,$21.28,ABC Hauling
2021-01-25,85007,85001,$24.54,Haul Today
2021-01-25,85007,85002,23.43,ABC Hauling
2021-01-25,85007,85004,$25.28,Haul Today
2021-01-25,85007,85010,$27.64,Haul Today
2021-01-25,85007,85012,28.61,ABC Hauling
2021-01-25,85007,85013,20.13,ABC Hauling
2021-01-25,85007,85020,19.92,Haul Today
2021-01-25,85007,85021,26.07,ABC Hauling
2021-01-25,85010,85001,23.92,Haul Today
2021-01-25,85010,85002,$23.88,ABC Hauling
2021-01-25,85010,85004,24.51,ABC Hauling
2021-01-25,85010,85007,20.83,Haul Today
2021-01-25,85010,85012,20.12,Haul Today
2021-01-25,85010,85013,27.15,Haul Today
2021-01-25,85010,85020,18.38,Haul Today
2021-01-25,85010,85021,$22.21,ABC Hauling
2021-01-25,85012,85001,$22.62,ABC Hauling
2021-01-25,85012,85002,$28.62,ABC Hauling
2021-01-25,85012,85004,18.78,Haul Today
2021-01-25,85012,85007,24.93,ABC Hauling
2021-01-25,85012,85010,20.16,Haul Today
2021-01-25,85012,85010,20.67,Haul Today
2021-01-25,85012,85013,$28.94,ABC Hauling
2021-01-25,85012,85020,$20.48,ABC Hauling
2021-01-25,85012,85021,19.63,Haul Today
2021-01-25,85013,85001,27.18,Haul Today
2021-01-25,85013,85002,$25.27,ABC Hauling
2021-01-25,85013,85004,20.54,Haul Today
2021-01-25,85013,85007,20.60,Haul Today
2021-01-25,85013,85010,25.64,ABC Hauling
2021-01-25,85013,85012,23.24,Haul Today
2021-01-25,85013,85020,$18.13,Haul Today
2021-01-25,85013,85021,26.20,Haul Today
2021-01-25,85020,85001,24.63,ABC Hauling
2021-01-25,85020,85002,19.35,Haul Today
2021-01-25,85020,85004,18.76,ABC Hauling
2021-01-25,85020,85007,27.26,ABC Hauling
2021-01-25,85020,85010,$20.94,Haul Today
2021-01-25,85020,85012,$28.32,Haul Today
2021-01-25,85020,85013,26.97,Haul Today
2021-01-25,85020,85021,25.04,Haul Today
2021-01-25,85021,85001,27.13,Haul Today
2021-01-25,85021,85002,26.33,Haul Today
2021-01-25,85021,85004,22.76,Haul Today
2021-01-25,85021,85007,$20.37,Haul Today
2021-01-25,85021,85010,$22.60,Haul Today
2021-01-25,85021,85012,$28.43,ABC Hauling
2021-01-25,85021,85013,$18.70,Haul Today
2021-01-25,85021,85020,27.42,ABC Hauling
2021-02-01,85001,85002,$28.87,ABC Hauling
2021-02-01,85001,85004,25.05,ABC Hauling
2021-02-01,85001,85007,26.78,Haul Today
2021-02-01,85001,85010,28.82,ABC Hauling
2021-02-01,85001,85012,26.63,ABC Hauling
2021-02-01,85001,85013,19.56,Haul Today
2021-02-01,85001,85020,23.67,Haul Today
2021-02-01,85001,85021,20.23,ABC Hauling
2021-02-01,85002,85001,26.94,ABC Hauling
2021-02-01,85002,85004,28.98,Haul Today
2021-02-01,85002,85007,$21.74,Haul Today
2021-02-01,85002,85010,$21.73,ABC Hauling
2021-02-01,85002,85012,26.92,Haul Today
2021-02-01,85002,85013,23.19,ABC Hauling
2021-02-01,85002,85020,26.28,ABC Hauling
2021-02-01,85002,85021,23.66,Haul Today
2021-02-01,85004,85001,26.84,ABC Hauling
2021-02-01,85004,85002,$28.74,Haul Today
2021-02-01,85004,85007,$24.52,Haul Today
2021-02-01,85004,85010,$24.07,Haul Today
2021-02-01,85004,85012,18.38,ABC Hauling
2021-02-01,85004,85013,21.31,ABC Hauling
2021-02-01,85004,85020,$28.31,Haul Today
2021-02-01,85004,85021,$20.08,Haul Today
2021-02-01,85007,85001,18.47,ABC Hauling
2021-02-01,85007,85002,27.99,ABC Hauling
2021-02-01,85007,85004,28.92,Haul Today
2021-02-01,85007,85010,23.06,ABC Hauling
2021-02-01,85007,85012,23.76,Haul Today
2021-02-01,85007,85013,25.79,ABC Hauling
2021-02-01,85007,85020,27.44,Haul Today
2021-02-01,85007,85021,19.35,Haul Today
2021-02-01,85010,85001,20.43,ABC Hauling
2021-02-01,85010,85002,27.46,ABC Hauling
2021-02-01,85010,85004,21.37,ABC Hauling
2021-02-01,85010,85007,23.92,ABC Hauling
2021-02-01,85010,85012,$21.42,Haul Today
2021-02-01,85010,85013,24.48,Haul Today
2021-02-01,85010,85020,27.31,ABC Hauling
2021-02-01,85010,85021,20.02,ABC Hauling
2021-02-01,85012,85001,22.94,ABC Hauling
2021-02-01,85012,85002,$26.54,ABC Hauling
2021-02-01,85012,85004,19.28,Haul Today
2021-02-01,85012,85007,$24.74,ABC Hauling
2021-02-01,85012,85010,26.03,Haul Today
2021-02-01,85012,85013,18.81,Haul Today
2021-02-01,85012,85020,25.89,Haul Today
2021-02-01,85012,85021,$28.92,ABC Hauling
2021-02-01,85013,85001,26.20,Haul Today
2021-02-01,85013,85002,22.89,Haul Today
2021-02-01,85013,85004,18.77,ABC Hauling
2021-02-01,85013,85007,21.44,Haul Today
2021-02-01,85013,85010,$20.21,ABC Hauling
2021-02-01,85013,85012,22.33,Haul Today
2021-02-01,85013,85020,$21.34,Haul Today
2021-02-01,85013,85021,22.51,ABC Hauling
2021-02-01,85020,85001,25.37,Haul Today
2021-02-01,85020,85002,$19.99,Haul Today
2021-02-01,85020,85004,28.17,ABC Hauling
2021-02-01,85020,85007,23.37,Haul Today
2021-02-01,85020,85010,21.02,Haul Today
2021-02-01,85020,85012,24.66,Haul Today
2021-02-01,85020,85013,21.00,Haul Today
2021-02-01,85020,85021,$26.20,ABC Hauling
2021-02-01,85021,85001,$27.07,Haul Today
2021-02-01,85021,85002,$24.41,ABC Hauling
2021-02-01,85021,85004,25.89,ABC Hauling
2021-02-01,85021,85007,$22.87,Haul Today
2021-02-01,85021,85010,$19.65,ABC Hauling
2021-02-01,85021,85012,27.38,ABC Hauling
2021-02-01,85021,85013,28.67,ABC Hauling
2021-02-01,85021,85020,18.78,Haul Today
2021-02-08,85001,85002,26.07,Haul Today
2021-02-08,85001,85004,23.40,Haul Today
2021-02-08,85001,85007,$19.45,Haul Today
2021-02-08,85001,85010,$27.33,ABC Hauling
2021-02-08,85001,85012,20.89,Haul Today
2021-02-08,85001,85013,25.97,Haul Today
2021-02-08,85001,85020,19.14,ABC Hauling
2021-02-08,85001,85021,24.22,Haul Today
2021-02-08,85002,85001,27.11,ABC Hauling
2021-02-08,85002,85004,$23.76,Haul Today
2021-02-08,85002,85007,20.08,Haul Today
2021-02-08,85002,85010,$28.95,Haul Today
2021-02-08,85002,85012,23.85,Haul Today
2021-02-08,85002,85013,$23.20,ABC Hauling
2021-02-08,85002,85020,$24.45,ABC Hauling
2021-02-08,85002,85021,$23.27,Haul Today
2021-02-08,85004,85001,$20.04,ABC Hauling
2021-02-08,85004,85002,26.40,Haul Today
2021-02-08,85004,85007,26.88,ABC Hauling
2021-02-08,85004,85010,$27.66,ABC Hauling
2021-02-08,85004,85012,$21.65,Haul Today
2021-02-08,85004,85013,$20.73,Haul Today
2021-02-08,85004,85020,25.26,ABC Hauling
2021-02-08,85004,85021,25.65,ABC Hauling
2021-02-08,85007,85001,$18.82,ABC Hauling
2021-02-08,85007,85002,21.39,ABC Hauling
2021-02-08,85007,85004,$20.48,Haul Today
2021-02-08,85007,85010,26.97,Haul Today
2021-02-08,85007,85012,28.11,Haul Today
2021-02-08,85007,85013,$22.79,Haul Today
2021-02-08,85007,85020,27.64,Haul Today
2021-02-08,85007,85021,26.99,Haul Today
2021-02-08,85010,85001,$28.19,Haul Today
2021-02-08,85010,85002,21.14,Haul Today
2021-02-08,85010,85004,$23.82,ABC Hauling
2021-02-08,85010,85007,$26.94,ABC Hauling
2021-02-08,85010,85012,$21.01,ABC Hauling
2021-02-08,85010,85013,23.37,Haul Today
2021-02-08,85010,85020,$22.15,ABC Hauling
2021-02-08,85010,85021,24.09,Haul Today
2021-02-08,85012,85001,26.45,ABC Hauling
2021-02-08,85012,85002,19.69,ABC Hauling
2021-02-08,85012,85004,27.39,Haul Today
2021-02-08,85012,85007,$20.75,Haul Today
2021-02-08,85012,85010,$23.15,Haul Today
2021-02-08,85012,85013,22.80,Haul Today
2021-02-08,85012,85013,25.86,Haul Today
2021-02-08,85012,85020,$28.11,ABC Hauling
2021-02-08,85012,85020,27.78,ABC Hauling
2021-02-08,85012,85021,18.52,ABC Hauling
2021-02-08,85013,85001,$28.06,ABC Hauling
2021-02-08,85013,85002,24.00,ABC Hauling
2021-02-08,85013,85004,20.77,Haul Today
2021-02-08,85013,85007,19.01,ABC Hauling
2021-02-08,85013,85010,28.71,ABC Hauling
2021-02-08,85013,85012,22.29,Haul Today
2021-02-08,85013,85020,$24.30,ABC Hauling
2021-02-08,85013,85021,18.94,Haul Today
2021-02-08,85020,85001,23.76,Haul Today
2021-02-08,85020,85002,19.89,Haul Today
2021-02-08,85020,85004,19.05,ABC Hauling
2021-02-08,85020,85007,25.16,ABC Hauling
2021-02-08,85020,85010,19.04,Haul Today
2021-02-08,85020,85012,22.31,ABC Hauling
2021-02-08,85020,85013,$21.00,Haul Today
2021-02-08,85020,85021,24.58,Haul Today
2021-02-08,85021,85001,21.38,Haul Today
2021-02-08,85021,85002,$26.21,ABC Hauling
2021-02-08,85021,85004,$28.44,Haul Today
2021-02-08,85021,85007,$18.74,ABC Hauling
2021-02-08,85021,85010,26.00,Haul Today
2021-02-08,85021,85012,26.53,Haul Today
2021-02-08,85021,85013,26.35,ABC Hauling
2021-02-08,85021,85020,22.13,ABC Hauling
2021-02-15,85001,85002,22.07,Haul Today
2021-02-15,85001,85004,$20.84,ABC Hauling
2021-02-15,85001,85007,$22.17,Haul Today
2021-02-15,85001,85010,18.98,Haul Today
2021-02-15,85001,85012,20.60,ABC Hauling
2021-02-15,85001,85013,$23.51,ABC Hauling
2021-02-15,85001,85020,27.08,Haul Today
2021-02-15,85001,85021,19.89,ABC Hauling
2021-02-15,85002,85001,25.13,Haul Today
2021-02-15,85002,85004,25.39,Haul Today
2021-02-15,85002,85007,$20.55,ABC Hauling
2021-02-15,85002,85010,26.35,ABC Hauling
2021-02-15,85002,85012,20.24,ABC Hauling
2021-02-15,85002,85013,19.09,ABC Hauling
2021-02-15,85002,85020,28.34,ABC Hauling
2021-02-15,85002,85021,22.80,Haul Today
2021-02-15,85004,85001,18.22,Haul Today
2021-02-15,85004,85002,26.52,Haul Today
2021-02-15,85004,85007,28.39,ABC Hauling
2021-02-15,85004,85010,22.73,ABC Hauling
2021-02-15,85004,85012,28.78,ABC Hauling
2021-02-15,85004,85013,24.28,ABC Hauling
2021-02-15,85004,85020,25.18,Haul Today
2021-02-15,85004,85021,$19.68,ABC Hauling
2021-02-15,85007,85001,$25.02,Haul Today
2021-02-15,85007,85002,18.51,ABC Hauling
2021-02-15,85007,85004,19.48,ABC Hauling
2021-02-15,85007,85010,21.41,Haul Today
2021-02-15,85007,85012,22.89,Haul Today
2021-02-15,85007,85013,20.62,ABC Hauling
2021-02-15,85007,85020,22.88,Haul Today
2021-02-15,85007,85021,22.29,Haul Today
2021-02-15,85010,85001,$26.16,ABC Hauling
2021-02-15,85010,85002,$23.81,Haul Today
2021-02-15,85010,85004,23.65,Haul Today
2021-02-15,85010,85007,$24.98,ABC Hauling
2021-02-15,85010,85012,$25.11,Haul Today
2021-02-15,85010,85013,20.42,ABC Hauling
2021-02-15,85010,85020,26.51,ABC Hauling
2021-02-15,85010,85021,23.72,ABC Hauling
2021-02-15,85012,85001,23.54,ABC Hauling
2021-02-15,85012,85002,27.12,ABC Hauling
2021-02-15,85012,85004,26.70,ABC Hauling
2021-02-15,85012,85007,25.22,ABC Hauling
2021-02-15,85012,85010,$27.15,ABC Hauling
2021-02-15,85012,85013,$26.44,ABC Hauling
2021-02-15,85012,85020,20.94,ABC Hauling
2021-02-15,85012,85021,18.83,Haul Today
2021-02-15,85013,85001,27.25,ABC Hauling
2021-02-15,85013,85002,25.46,ABC Hauling
2021-02-15,85013,85004,22.50,ABC Hauling
2021-02-15,85013,85007,25.22,Haul Today
2021-02-15,85013,85010,29.00,ABC Hauling
2021-02-15,85013,85012,21.80,Haul Today
2021-02-15,85013,85020,20.44,Haul Today
2021-02-15,85013,85021,18.08,ABC Hauling
2021-02-15,85013,85021,28.12,ABC Hauling
2021-02-15,85020,85001,23.97,Haul Today
2021-02-15,85020,85002,$21.92,Haul Today
2021-02-15,85020,85004,26.58,ABC Hauling
2021-02-15,85020,85007,22.84,ABC Hauling
2021-02-15,85020,85010,23.79,ABC Hauling
2021-02-15,85020,85012,$24.26,Haul Today
2021-02-15,85020,85013,24.08,ABC Hauling
2021-02-15,85020,85021,18.77,Haul Today
2021-02-15,85020,85021,26.19,Haul Today
2021-02-15,85021,85001,27.19,Haul Today
2021-02-15,85021,85002,24.32,Haul Today
2021-02-15,85021,85004,23.41,Haul Today
2021-02-15,85021,85007,22.66,Haul Today
2021-02-15,85021,85010,18.23,ABC Hauling
2021-02-15,85021,85012,22.74,Haul Today
2021-02-15,85021,85013,18.82,Haul Today
2021-02-15,85021,85020,26.29,Haul Today
2021-02-22,85001,85002,24.62,ABC Hauling
2021-02-22,85001,85004,22.52,Haul Today
2021-02-22,85001,85007,23.62,ABC Hauling
2021-02-22,85001,85010,27.48,Haul Today
2021-02-22,85001,85012,$23.87,ABC Hauling
2021-02-22,85001,85013,23.36,Haul Today
2021-02-22,85001,85020,28.01,ABC Hauling
2021-02-22,85001,85021,25.03,ABC Hauling
2021-02-22,85002,85001,$28.05,Haul Today
2021-02-22,85002,85004,$26.45,Haul Today
2021-02-22,85002,85007,24.05,ABC Hauling
2021-02-22,85002,85010,24.83,ABC Hauling
2021-02-22,85002,85012,20.67,Haul Today
2021-02-22,85002,85013,28.29,Haul Today
2021-02-22,85002,85020,18.62,ABC Hauling
2021-02-22,85002,85021,$23.89,ABC Hauling
2021-02-22,85004,85001,19.41,Haul Today
2021-02-22,85004,85002,22.63,Haul Today
2021-02-22,85004,85007,$18.54,Haul Today
2021-02-22,85004,85010,$21.79,Haul Today
2021-02-22,85004,85012,26.53,ABC Hauling
2021-02-22,85004,85013,28.48,Haul Today
2021-02-22,85004,85020,$24.29,Haul Today
2021-02-22,85004,85021,27.91,ABC Hauling
2021-02-22,85007,85001,$20.42,ABC Hauling
2021-02-22,85007,85002,25.03,ABC Hauling
2021-02-22,85007,85004,19.53,Haul Today
2021-02-22,85007,85010,18.21,ABC Hauling
2021-02-22,85007,85012,19.74,ABC Hauling
2021-02-22,85007,85013,28.22,Haul Today
2021-02-22,85007,85020,$27.48,Haul Today
2021-02-22,85007,85021,20.61,ABC Hauling
2021-02-22,85010,85001,$19.37,Haul Today
2021-02-22,85010,85002,20.53,Haul Today
2021-02-22,85010,85004,28.41,Haul Today
2021-02-22,85010,85007,$25.99,ABC Hauling
2021-02-22,85010,85012,18.98,ABC Hauling
2021-02-22,85010,85013,21.17,ABC Hauling
2021-02-22,85010,85020,22.85,ABC Hauling
2021-02-22,85010,85021,25.90,Haul Today
2021-02-22,85012,85001,$20.93,ABC Hauling
2021-02-22,85012,85002,19.33,ABC Hauling
2021-02-22,85012,85004,25.44,Haul Today
2021-02-22,85012,85007,23.58,ABC Hauling
2021-02-22,85012,85010,$28.46,ABC Hauling
2021-02-22,85012,85013,23.21,Haul Today
2021-02-22,85012,85020,$23.06,Haul Today
2021-02-22,85012,85021,19.86,Haul Today
2021-02-22,85013,85001,23.95,Haul Today
2021-02-22,85013,85002,18.27,Haul Today
2021-02-22,85013,85004,26.14,Haul Today
2021-02-22,85013,85007,26.24,ABC Hauling
2021-02-22,85013,85010,24.40,Haul Today
2021-02-22,85013,85012,$18.28,ABC Hauling
2021-02-22,85013,85020,18.97,Haul Today
2021-02-22,85013,85021,18.57,ABC Hauling
2021-02-22,85020,85001,25.10,ABC Hauling
2021-02-22,85020,85002,24.64,Haul Today
2021-02-22,85020,85004,18.25,ABC Hauling
